consumer_sp,resource_sp,consumed
Philander frenatus,Uroderma bilobatum,0
Philander frenatus,Vampyressa pusilla,0
Philander frenatus,Alouatta guariba,0
Philander frenatus,Bradypus torquatus,0
Philander frenatus,Brucepattersonius griserufescens,0
Philander frenatus,Callithrix aurita,0
Philander frenatus,Kannabateomys amblyonyx,0
Philander frenatus,Leontopithecus rosalia,0
Philander frenatus,Marmosa murina,0
Philander frenatus,Marmosops incanus,0
Philander frenatus,Micronycteris hirsuta,0
Philander frenatus,Micronycteris schmidtorum,0
Philander frenatus,Molossops mattogrossensis,0
Philander frenatus,Peropteryx kappleri,0
Philander frenatus,Phaenomys ferrugineus,0
Philander frenatus,Phyllomys pattoni,0
Philander frenatus,Rhagomys rufescens,0
Philander frenatus,Rhipidomys mastacalis,0
Philander frenatus,Thaptomys nigrita,0
Philander frenatus,Trinomys dimidiatus,0
Philander frenatus,Trinomys eliasi,0
Philander frenatus,Trinomys gratiosus,0
Prionailurus bengalensis,Alticola argentatus,0
Prionailurus bengalensis,Apodemus pallipes,0
Prionailurus bengalensis,Capra falconeri,0
Prionailurus bengalensis,Cricetulus migratorius,0
Prionailurus bengalensis,Crocidura gmelini,0
Prionailurus bengalensis,Eptesicus gobiensis,0
Prionailurus bengalensis,Eptesicus serotinus,0
Prionailurus bengalensis,Hystrix indica,0
Prionailurus bengalensis,Lepus tibetanus,0
Prionailurus bengalensis,Marmota caudata,0
Prionailurus bengalensis,Moschus cupreus,0
Prionailurus bengalensis,Myotis nipalensis,0
Prionailurus bengalensis,Neodon juldaschi,0
Prionailurus bengalensis,Nyctalus leisleri,0
Prionailurus bengalensis,Otocolobus manul,0
Prionailurus bengalensis,Otonycteris hemprichii,0
Prionailurus bengalensis,Panthera uncia,0
Prionailurus bengalensis,Pipistrellus pipistrellus,0
Prionailurus bengalensis,Rattus pyctoris,0
Prionailurus bengalensis,Rhinolophus hipposideros,0
Prionailurus bengalensis,Vespertilio murinus,0
Prionailurus bengalensis,Bandicota bengalensis,0
Prionailurus bengalensis,Eptesicus bottae,0
Prionailurus bengalensis,Herpestes auropunctatus,0
Prionailurus bengalensis,Hipposideros fulvus,0
Prionailurus bengalensis,Hyperacrius fertilis,0
Prionailurus bengalensis,Hypsugo savii,0
Prionailurus bengalensis,Murina huttoni,0
Prionailurus bengalensis,Murina tubinaris,0
Prionailurus bengalensis,Mustela erminea,0
Prionailurus bengalensis,Myotis blythii,0
Prionailurus bengalensis,Panthera pardus,0
Prionailurus bengalensis,Pteropus giganteus,0
Prionailurus bengalensis,Rhinolophus lepidus,0
Prionailurus bengalensis,Rhinolophus macrotis,0
Prionailurus bengalensis,Rhinopoma microphyllum,0
Prionailurus bengalensis,Semnopithecus schistaceus,0
Prionailurus bengalensis,Suncus etruscus,0
Prionailurus bengalensis,Tatera indica,0
Prionailurus bengalensis,Aeromys thomasi,0
Prionailurus bengalensis,Balionycteris maculata,0
Prionailurus bengalensis,Bos javanicus,0
Prionailurus bengalensis,Callosciurus adamsi,0
Prionailurus bengalensis,Callosciurus prevostii,0
Prionailurus bengalensis,Catopuma badia,0
Prionailurus bengalensis,Cheiromeles torquatus,0
Prionailurus bengalensis,Chiropodomys major,0
Prionailurus bengalensis,Chiropodomys pusillus,0
Prionailurus bengalensis,Crocidura foetida,0
Prionailurus bengalensis,Cynogale bennettii,0
Prionailurus bengalensis,Cynopterus horsfieldii,0
Prionailurus bengalensis,Cynopterus minutus,0
Prionailurus bengalensis,Dicerorhinus sumatrensis,0
Prionailurus bengalensis,Echinosorex gymnura,0
Prionailurus bengalensis,Emballonura alecto,0
Prionailurus bengalensis,Emballonura monticola,0
Prionailurus bengalensis,Eonycteris major,0
Prionailurus bengalensis,Exilisciurus exilis,0
Prionailurus bengalensis,Galeopterus variegatus,0
Prionailurus bengalensis,Hemigalus derbyanus,0
Prionailurus bengalensis,Herpestes brachyurus,0
Prionailurus bengalensis,Herpestes semitorquatus,0
Prionailurus bengalensis,Hesperoptenus tomesi,0
Prionailurus bengalensis,Hipposideros ater,0
Prionailurus bengalensis,Hipposideros bicolor,0
Prionailurus bengalensis,Hipposideros cervinus,0
Prionailurus bengalensis,Hipposideros diadema,0
Prionailurus bengalensis,Hipposideros doriae,0
Prionailurus bengalensis,Hipposideros dyacorum,0
Prionailurus bengalensis,Hipposideros galeritus,0
Prionailurus bengalensis,Hipposideros ridleyi,0
Prionailurus bengalensis,Hylobates muelleri,0
Prionailurus bengalensis,Hylopetes platyurus,0
Prionailurus bengalensis,Hystrix crassispinis,0
Prionailurus bengalensis,Kerivoula intermedia,0
Prionailurus bengalensis,Kerivoula minuta,0
Prionailurus bengalensis,Kerivoula papillosa,0
Prionailurus bengalensis,Kerivoula pellucida,0
Prionailurus bengalensis,Lutra sumatrana,0
Prionailurus bengalensis,Macaca nemestrina,0
Prionailurus bengalensis,Macroglossus minimus,0
Prionailurus bengalensis,Maxomys rajah,0
Prionailurus bengalensis,Megaerops ecaudatus,0
Prionailurus bengalensis,Miniopterus australis,0
Prionailurus bengalensis,Miniopterus medius,0
Prionailurus bengalensis,Muntiacus atherodes,0
Prionailurus bengalensis,Muntiacus muntjak,0
Prionailurus bengalensis,Murina suilla,0
Prionailurus bengalensis,Mustela nudipes,0
Prionailurus bengalensis,Mydaus javanensis,0
Prionailurus bengalensis,Myotis gomantongensis,0
Prionailurus bengalensis,Myotis hasseltii,0
Prionailurus bengalensis,Myotis montivagus,0
Prionailurus bengalensis,Myotis ridleyi,0
Prionailurus bengalensis,Nasalis larvatus,0
Prionailurus bengalensis,Neofelis diardi,0
Prionailurus bengalensis,Nycteris tragata,0
Prionailurus bengalensis,Nycticebus menagensis,0
Prionailurus bengalensis,Penthetor lucasi,0
Prionailurus bengalensis,Petaurillus hosei,0
Prionailurus bengalensis,Petinomys genibarbis,0
Prionailurus bengalensis,Petinomys setosus,0
Prionailurus bengalensis,Philetor brachypterus,0
Prionailurus bengalensis,Phoniscus atrox,0
Prionailurus bengalensis,Pipistrellus stenopterus,0
Prionailurus bengalensis,Pongo pygmaeus,0
Prionailurus bengalensis,Presbytis hosei,0
Prionailurus bengalensis,Presbytis rubicunda,0
Prionailurus bengalensis,Prionodon linsang,0
Prionailurus bengalensis,Pteropus vampyrus,0
Prionailurus bengalensis,Rattus norvegicus,0
Prionailurus bengalensis,Rattus tiomanicus,0
Prionailurus bengalensis,Ratufa affinis,0
Prionailurus bengalensis,Rheithrosciurus macrotis,0
Prionailurus bengalensis,Rhinolophus acuminatus,0
Prionailurus bengalensis,Rhinolophus borneensis,0
Prionailurus bengalensis,Rhinolophus creaghi,0
Prionailurus bengalensis,Rhinolophus philippinensis,0
Prionailurus bengalensis,Rhinolophus sedulus,0
Prionailurus bengalensis,Rhinolophus trifoliatus,0
Prionailurus bengalensis,Scotophilus collinus,0
Prionailurus bengalensis,Sundasciurus hippurus,0
Prionailurus bengalensis,Sus barbatus,0
Prionailurus bengalensis,Tarsius bancanus,0
Prionailurus bengalensis,Trachypithecus cristatus,0
Prionailurus bengalensis,Tragulus napu,0
Prionailurus bengalensis,Trichys fasciculata,0
Prionailurus bengalensis,Tupaia gracilis,0
Prionailurus bengalensis,Tupaia minor,0
Prionailurus bengalensis,Tupaia tana,0
Prionailurus bengalensis,Viverra tangalunga,0
Prionailurus bengalensis,Acerodon jubatus,0
Prionailurus bengalensis,Cheiromeles parvidens,0
Prionailurus bengalensis,Cynopterus luzoniensis,0
Prionailurus bengalensis,Eonycteris robusta,0
Prionailurus bengalensis,Haplonycteris fischeri,0
Prionailurus bengalensis,Harpiocephalus harpia,0
Prionailurus bengalensis,Harpyionycteris whiteheadi,0
Prionailurus bengalensis,Hipposideros obscurus,0
Prionailurus bengalensis,Hipposideros pygmaeus,0
Prionailurus bengalensis,Miniopterus paululus,0
Prionailurus bengalensis,Miniopterus tristis,0
Prionailurus bengalensis,Myotis formosus,0
Prionailurus bengalensis,Myotis macrotarsus,0
Prionailurus bengalensis,Myotis rufopictus,0
Prionailurus bengalensis,Nyctimene rabori,0
Prionailurus bengalensis,Ptenochirus jagori,0
Prionailurus bengalensis,Pteropus hypomelanus,0
Prionailurus bengalensis,Pteropus pumilus,0
Prionailurus bengalensis,Rhinolophus arcuatus,0
Prionailurus bengalensis,Rhinolophus inops,0
Prionailurus bengalensis,Rhinolophus virgo,0
Prionailurus bengalensis,Saccolaimus saccolaimus,0
Prionailurus bengalensis,Lepus coreanus,0
Prionailurus bengalensis,Moschus moschiferus,0
Prionailurus bengalensis,Murina hilgendorfi,0
Prionailurus bengalensis,Murina ussuriensis,0
Prionailurus bengalensis,Mustela nivalis,0
Prionailurus bengalensis,Myodes regulus,0
Prionailurus bengalensis,Myotis daubentonii,0
Prionailurus bengalensis,Myotis frater,0
Prionailurus bengalensis,Myotis macrodactylus,0
Prionailurus bengalensis,Nyctalus aviator,0
Prionailurus bengalensis,Sciurus vulgaris,0
Prionailurus bengalensis,Alticola stoliczkanus,0
Prionailurus bengalensis,Anourosorex schmidi,0
Prionailurus bengalensis,Arielulus circumdatus,0
Prionailurus bengalensis,Callosciurus erythraeus,0
Prionailurus bengalensis,Episoriculus caudatus,0
Prionailurus bengalensis,Episoriculus leucops,0
Prionailurus bengalensis,Euroscaptor micrura,0
Prionailurus bengalensis,Hemitragus jemlahicus,0
Prionailurus bengalensis,Hipposideros lankadiva,0
Prionailurus bengalensis,Macaca assamensis,0
Prionailurus bengalensis,Manis pentadactyla,0
Prionailurus bengalensis,Marmota himalayana,0
Prionailurus bengalensis,Moschus chrysogaster,0
Prionailurus bengalensis,Moschus leucogaster,0
Prionailurus bengalensis,Murina aurata,0
Prionailurus bengalensis,Myotis annectans,0
Prionailurus bengalensis,Myotis sicarius,0
Prionailurus bengalensis,Neodon sikimensis,0
Prionailurus bengalensis,Niviventer eha,0
Prionailurus bengalensis,Niviventer niviventer,0
Prionailurus bengalensis,Ochotona curzoniae,0
Prionailurus bengalensis,Petaurista elegans,0
Prionailurus bengalensis,Petaurista magnificus,0
Prionailurus bengalensis,Petaurista nobilis,0
Prionailurus bengalensis,Rattus andamanensis,0
Prionailurus bengalensis,Scotomanes ornatus,0
Prionailurus bengalensis,Soriculus nigrescens,0
Prionailurus bengalensis,Sphaerias blanfordi,0
Prionailurus bengalensis,Tadarida teniotis,0
Prionailurus bengalensis,Vulpes ferrilata,0
Prionailurus bengalensis,Aselliscus stoliczkanus,0
Prionailurus bengalensis,Bubalus arnee,0
Prionailurus bengalensis,Dremomys rufigenis,0
Prionailurus bengalensis,Hesperoptenus blanfordi,0
Prionailurus bengalensis,Hipposideros halophyllus,0
Prionailurus bengalensis,Hylopetes spadiceus,0
Prionailurus bengalensis,Ia io,0
Prionailurus bengalensis,Macaca arctoides,0
Prionailurus bengalensis,Muntiacus feae,0
Prionailurus bengalensis,Mus shortridgei,0
Prionailurus bengalensis,Myotis ater,0
Prionailurus bengalensis,Rhinolophus yunanensis,0
Prionailurus bengalensis,Taphozous theobaldi,0
Prionailurus bengalensis,Trachypithecus barbei,0
Prionailurus bengalensis,Trachypithecus germaini,0
Prionailurus bengalensis,Viverra megaspila,0
Prionailurus bengalensis,Apodemus argenteus,0
Prionailurus bengalensis,Apodemus speciosus,0
Prionailurus bengalensis,Cervus nippon,0
Prionailurus bengalensis,Martes melampus,0
Prionailurus bengalensis,Urotrichus talpoides,0
Procyon lotor,Sylvilagus palustris,0
Procyon lotor,Blarina brevicauda,0
Procyon lotor,Condylura cristata,0
Procyon lotor,Lepus americanus,0
Procyon lotor,Marmota monax,0
Procyon lotor,Microtus pennsylvanicus,0
Procyon lotor,Myodes gapperi,0
Procyon lotor,Myotis leibii,0
Procyon lotor,Myotis lucifugus,0
Procyon lotor,Myotis septentrionalis,0
Procyon lotor,Myotis sodalis,0
Procyon lotor,Sorex cinereus,0
Procyon lotor,Sorex dispar,0
Procyon lotor,Sorex fumeus,0
Procyon lotor,Sorex palustris,0
Procyon lotor,Synaptomys cooperi,0
Procyon lotor,Tamiasciurus hudsonicus,0
Procyon lotor,Tamias striatus,0
Procyon lotor,Zapus hudsonius,0
Puma concolor,Ammospermophilus leucurus,0
Puma concolor,Antilocapra americana,0
Puma concolor,Brachylagus idahoensis,0
Puma concolor,Callospermophilus lateralis,0
Puma concolor,Cynomys leucurus,0
Puma concolor,Cynomys parvidens,0
Puma concolor,Dipodomys microps,0
Puma concolor,Euderma maculatum,0
Puma concolor,Lemmiscus curtatus,0
Puma concolor,Lepus townsendii,0
Puma concolor,Microtus montanus,0
Puma concolor,Microtus richardsoni,0
Puma concolor,Neotamias umbrinus,0
Puma concolor,Ochotona princeps,0
Puma concolor,Onychomys leucogaster,0
Puma concolor,Perognathus parvus,0
Puma concolor,Peromyscus boylii,0
Puma concolor,Peromyscus truei,0
Puma concolor,Sorex merriami,0
Puma concolor,Sorex nanus,0
Puma concolor,Sylvilagus nuttallii,0
Puma concolor,Thomomys bottae,0
Puma concolor,Thomomys talpoides,0
Puma concolor,Urocitellus armatus,0
Puma concolor,Zapus princeps,0
Puma concolor,Neotamias amoenus,0
Puma concolor,Sorex preblei,0
Puma concolor,Urocitellus beldingi,0
Puma concolor,Urocitellus columbianus,0
Puma concolor,Chaetodipus formosus,0
Puma concolor,Dipodomys panamintinus,0
Puma concolor,Neotamias merriami,0
Puma concolor,Neotamias panamintinus,0
Puma concolor,Neotamias speciosus,0
Puma concolor,Neotoma macrotis,0
Puma concolor,Perognathus longimembris,0
Puma concolor,Sorex tenellus,0
Puma concolor,Thomomys monticola,0
Puma concolor,Urocitellus mollis,0
Puma concolor,Chelemys megalonyx,0
Puma concolor,Histiotus macrotus,0
Puma concolor,Leopardus guigna,0
Puma concolor,Thylamys elegans,0
Puma concolor,Irenomys tarsalis,0
Puma concolor,Rhyncholestes raphanurus,0
Puma concolor,Aconaemys sagei,0
Puma concolor,Ctenomys maulinus,0
Puma concolor,Lontra provocax,0
Puma concolor,Euneomys mordax,0
Puma concolor,Hippocamelus bisulcus,0
Puma concolor,Ammospermophilus harrisii,0
Puma concolor,Chaetodipus baileyi,0
Puma concolor,Chaetodipus intermedius,0
Puma concolor,Chaetodipus penicillatus,0
Puma concolor,Macrotus californicus,0
Puma concolor,Myotis occultus,0
Puma concolor,Neotoma albigula,0
Puma concolor,Notiosorex crawfordi,0
Puma concolor,Onychomys torridus,0
Puma concolor,Perognathus amplus,0
Puma concolor,Sciurus arizonensis,0
Puma concolor,Sigmodon fulviventer,0
Puma concolor,Sigmodon ochrognathus,0
Puma concolor,Abrocoma cinerea,0
Puma concolor,Abrothrix andinus,0
Puma concolor,Abrothrix jelskii,0
Puma concolor,Akodon albiventer,0
Puma concolor,Akodon boliviensis,0
Puma concolor,Auliscomys boliviensis,0
Puma concolor,Auliscomys sublimis,0
Puma concolor,Calomys lepidus,0
Puma concolor,Chinchilla chinchilla,0
Puma concolor,Chinchillula sahamae,0
Puma concolor,Ctenomys opimus,0
Puma concolor,Eligmodontia puerulus,0
Puma concolor,Galenomys garleppi,0
Puma concolor,Microcavia niata,0
Puma concolor,Neotomys ebriosus,0
Puma concolor,Octodontomys gliroides,0
Puma concolor,Phyllotis osgoodi,0
Puma concolor,Phyllotis osilae,0
Puma concolor,Dipodomys heermanni,0
Puma concolor,Microtus californicus,0
Puma concolor,Otospermophilus beecheyi,0
Puma concolor,Perognathus inornatus,0
Puma concolor,Scapanus latimanus,0
Puma concolor,Sciurus griseus,0
Puma concolor,Sorex ornatus,0
Puma concolor,Akodon simulator,0
Puma concolor,Akodon spegazzinii,0
Puma concolor,Andinomys edax,0
Puma concolor,Euneomys fossor,0
Puma concolor,Galea comes,0
Puma concolor,Lutreolina massoia,0
Puma concolor,Microcavia shiptoni,0
Puma concolor,Necromys lactens,0
Puma concolor,Oligoryzomys brendae,0
Puma concolor,Sturnira oporaphilum,0
Puma concolor,Andalgalomys olrogi,0
Puma concolor,Octomys mimax,0
Puma concolor,Salinomys delicatus,0
Puma concolor,Abrocoma shistacea,0
Puma concolor,Aotus lemurinus,0
Puma concolor,Bassaricyon neblina,0
Puma concolor,Caenolestes fuliginosus,0
Puma concolor,Chilomys instans,0
Puma concolor,Coendou rufescens,0
Puma concolor,Cryptotis squamipes,0
Puma concolor,Cuniculus taczanowskii,0
Puma concolor,Didelphis pernigra,0
Puma concolor,Dinomys branickii,0
Puma concolor,Eptesicus andinus,0
Puma concolor,Handleyomys fuscatus,0
Puma concolor,Heteromys australis,0
Puma concolor,Histiotus humboldti,0
Puma concolor,Leopardus tigrinus,0
Puma concolor,Marmosa regina,0
Puma concolor,Microryzomys minutus,0
Puma concolor,Mustela felipei,0
Puma concolor,Nephelomys albigularis,0
Puma concolor,Neusticomys monticolus,0
Puma concolor,Platyrrhinus dorsalis,0
Puma concolor,Platyrrhinus infuscus,0
Puma concolor,Rhinophylla fischerae,0
Puma concolor,Rhipidomys fulviventer,0
Puma concolor,Rhipidomys latimanus,0
Puma concolor,Sciurus pucheranii,0
Puma concolor,Sturnira aratathomasi,0
Puma concolor,Sturnira bidens,0
Puma concolor,Sturnira bogotensis,0
Puma concolor,Tapirus pinchaque,0
Puma concolor,Thomasomys aureus,0
Puma concolor,Thomasomys baeops,0
Puma concolor,Thomasomys laniger,0
Puma concolor,Tremarctos ornatus,0
Puma concolor,Blarina brevicauda,0
Puma concolor,Chaetodipus hispidus,0
Puma concolor,Cynomys ludovicianus,0
Puma concolor,Ictidomys tridecemlineatus,0
Puma concolor,Microtus ochrogaster,0
Puma concolor,Myotis ciliolabrum,0
Puma concolor,Perognathus fasciatus,0
Puma concolor,Reithrodontomys montanus,0
Puma concolor,Sorex haydeni,0
Puma concolor,Vulpes velox,0
Puma concolor,Peromyscus hylocetes,0
Puma concolor,Reithrodontomys chrysopsis,0
Puma concolor,Sorex saussurei,0
Puma concolor,Sorex veraecrucis,0
Acinonyx jubatus,Acomys selousi,0
Acinonyx jubatus,Cricetomys ansorgei,0
Acinonyx jubatus,Micaelamys namaquensis,0
Acinonyx jubatus,Rhabdomys bechuanae,0
Acinonyx jubatus,Rhinolophus damarensis,0
Panthera pardus,Micaelamys namaquensis,0
Panthera pardus,Rhabdomys bechuanae,0
Panthera pardus,Rhinolophus damarensis,0
Parahyaena brunnea,Micaelamys namaquensis,0
Parahyaena brunnea,Rhabdomys bechuanae,0
Parahyaena brunnea,Rhinolophus damarensis,0
Acinonyx jubatus,Allactaga toussi,0
Acinonyx jubatus,Canis lupaster,0
Lycaon pictus,Canis lupaster,0
Lycaon pictus,Cricetomys ansorgei,0
Panthera leo,Canis lupaster,0
Panthera leo,Cricetomys ansorgei,0
Panthera pardus,Canis lupaster,0
Panthera pardus,Cricetomys ansorgei,0
Acinonyx jubatus,Otomops harrisoni,0
Panthera leo,Otomops harrisoni,0
Acinonyx jubatus,Pipistrellus aladdin,0
Acinonyx jubatus,Otomys auratus,0
Acinonyx jubatus,Rhabdomys dilectus,0
Acinonyx jubatus,Rhinolophus cohenae,0
Acinonyx jubatus,Micaelamys granti,0
Acinonyx jubatus,Otomys karoensis,0
Lycaon pictus,Micaelamys namaquensis,0
Panthera leo,Micaelamys namaquensis,0
Crocuta crocuta,Micaelamys namaquensis,0
Crocuta crocuta,Rhabdomys bechuanae,0
Panthera leo,Rhabdomys bechuanae,0
Acinonyx jubatus,Rhinolophus mossambicus,0
Lycaon pictus,Rhinolophus mossambicus,0
Panthera leo,Rhinolophus mossambicus,0
Panthera pardus,Rhinolophus mossambicus,0
Crocuta crocuta,Cricetomys ansorgei,0
Atilax paludinosus,Micaelamys namaquensis,0
Atilax paludinosus,Otomys karoensis,0
Caracal caracal,Micaelamys namaquensis,0
Caracal caracal,Otomys karoensis,0
Cynictis penicillata,Micaelamys namaquensis,0
Cynictis penicillata,Otomys karoensis,0
Atilax paludinosus,Sturnira angeli,0
Atilax paludinosus,Sturnira paulsoni,0
Atilax paludinosus,Micaelamys granti,0
Canis aureus,Canis lupaster,0
Canis aureus,Pipistrellus aladdin,0
Canis aureus,Plecotus homochrous,0
Canis aureus,Nannospalax leucodon,0
Canis aureus,Nannospalax ehrenbergi,0
Canis lupus,Pipistrellus aladdin,0
Martes foina,Nannospalax leucodon,0
Vulpes vulpes,Nannospalax leucodon,0
Canis latrans,Eumops ferox,0
Canis latrans,Sturnira parvidens,0
Canis latrans,Parastrellus hesperus,0
Canis latrans,Perimyotis subflavus,0
Lynx rufus,Perimyotis subflavus,0
Puma concolor,Perimyotis subflavus,0
Lynx rufus,Parastrellus hesperus,0
Canis rufus,Perimyotis subflavus,0
Vulpes macrotis,Parastrellus hesperus,0
Vulpes velox,Parastrellus hesperus,0
Urocyon cinereoargenteus,Parastrellus hesperus,0
Vulpes vulpes,Perimyotis subflavus,0
Procyon lotor,Perimyotis subflavus,0
Canis latrans,Baeodon alleni,0
Canis latrans,Dipodomys ornatus,0
Canis latrans,Sturnira hondurensis,0
Lynx rufus,Baeodon alleni,0
Lynx rufus,Dipodomys ornatus,0
Lynx rufus,Sturnira hondurensis,0
Canis lupus,Allactaga toussi,0
Panthera uncia,Pipistrellus aladdin,0
Vulpes vulpes,Pipistrellus aladdin,0
Canis lupus,Myotis escalerai,0
Canis lupus,Plecotus homochrous,0
Panthera uncia,Plecotus homochrous,0
Canis lupus,Nannospalax leucodon,0
Canis lupus,Nannospalax xanthodon,0
Canis mesomelas,Micaelamys namaquensis,0
Canis mesomelas,Otomys auratus,0
Canis mesomelas,Rhabdomys dilectus,0
Caracal caracal,Otomys auratus,0
Caracal caracal,Rhabdomys dilectus,0
Felis silvestris,Micaelamys namaquensis,0
Felis silvestris,Otomys auratus,0
Felis silvestris,Rhabdomys dilectus,0
Canis mesomelas,Rhabdomys bechuanae,0
Canis mesomelas,Cryptomys natalensis,0
Canis mesomelas,Rhinolophus damarensis,0
Canis mesomelas,Micaelamys granti,0
Canis mesomelas,Otomys karoensis,0
Caracal caracal,Micaelamys granti,0
Felis nigripes,Micaelamys namaquensis,0
Felis nigripes,Rhabdomys bechuanae,0
Canis mesomelas,Cricetomys ansorgei,0
Canis mesomelas,Rhabdomys intermedius,0
Canis mesomelas,Acomys selousi,0
Parahyaena brunnea,Acomys selousi,0
Parahyaena brunnea,Rhabdomys dilectus,0
Canis simensis,Canis lupaster,0
Canis simensis,Otomops harrisoni,0
Canis simensis,Triaenops afer,0
Canis simensis,Crocidura afeworkbekelei,0
Canis simensis,Lophuromys simensis,0
Caracal caracal,Rhabdomys intermedius,0
Cynictis penicillata,Micaelamys granti,0
Cynictis penicillata,Rhabdomys intermedius,0
Felis silvestris,Micaelamys granti,0
Felis silvestris,Rhabdomys intermedius,0
Caracal caracal,Cricetomys ansorgei,0
Catopuma temminckii,Plecotus ariel,0
Prionailurus bengalensis,Plecotus ariel,0
Chrysocyon brachyurus,Marmosa paraguayana,0
Chrysocyon brachyurus,Gardnerycteris crenulatum,0
Chrysocyon brachyurus,Rhipidomys tribei,0
Chrysocyon brachyurus,Myotis izecksohni,0
Chrysocyon brachyurus,Rhipidomys itoan,0
Chrysocyon brachyurus,Eumops delticus,0
Lycalopex vetulus,Eumops delticus,0
Lycalopex vetulus,Gardnerycteris crenulatum,0
Chrysocyon brachyurus,Drymoreomys albimaculatus,0
Crocuta crocuta,Canis lupaster,0
Crocuta crocuta,Rhinolophus mossambicus,0
Crocuta crocuta,Cryptomys natalensis,0
Crocuta crocuta,Rhabdomys dilectus,0
Crocuta crocuta,Triaenops afer,0
Lycaon pictus,Rhabdomys dilectus,0
Lycaon pictus,Triaenops afer,0
Panthera leo,Rhabdomys dilectus,0
Panthera leo,Triaenops afer,0
Panthera pardus,Rhabdomys dilectus,0
Panthera pardus,Triaenops afer,0
Crocuta crocuta,Otomys karoensis,0
Crocuta crocuta,Rhinopoma cystops,0
Crocuta crocuta,Lophuromys simensis,0
Crocuta crocuta,Scotophilus ejetai,0
Crocuta crocuta,Otomops harrisoni,0
Hyaena hyaena,Canis lupaster,0
Hyaena hyaena,Otomops harrisoni,0
Hyaena hyaena,Rhinopoma cystops,0
Hyaena hyaena,Triaenops afer,0
Parahyaena brunnea,Canis lupaster,0
Parahyaena brunnea,Otomops harrisoni,0
Parahyaena brunnea,Rhinopoma cystops,0
Parahyaena brunnea,Triaenops afer,0
Cryptoprocta ferox,Hypsugo bemainty,0
Cuon alpinus,Hypsugo affinis,0
Cuon alpinus,Myotis peytoni,0
Panthera pardus,Hypsugo affinis,0
Panthera pardus,Myotis peytoni,0
Panthera tigris,Hypsugo affinis,0
Panthera tigris,Myotis peytoni,0
Cuon alpinus,Plecotus homochrous,0
Cuon alpinus,Glischropus bucephalus,0
Cuon alpinus,Hypsugo cadornae,0
Cuon alpinus,Rhinolophus microglobosus,0
Prionailurus bengalensis,Glischropus bucephalus,0
Prionailurus bengalensis,Hypsugo cadornae,0
Prionailurus bengalensis,Rhinolophus microglobosus,0
Cynictis penicillata,Rhabdomys bechuanae,0
Dasycercus blythi,Mormopterus eleryi,0
Dasycercus blythi,Ozimops petersi,0
Dasycercus cristicauda,Mormopterus eleryi,0
Dasycercus cristicauda,Ozimops petersi,0
Vulpes vulpes,Ozimops petersi,0
Dasykaluta rosamondae,Mormopterus cobourgianus,0
Dasykaluta rosamondae,Mormopterus lumsdenae,0
Dasyurus maculatus,Mormopterus ridei,0
Vulpes vulpes,Mormopterus ridei,0
Eliomys quercinus,Myotis escalerai,0
Felis silvestris,Myotis escalerai,0
Felis silvestris,Canis lupaster,0
Felis silvestris,Rhinopoma cystops,0
Felis silvestris,Triaenops afer,0
Genetta genetta,Myotis escalerai,0
Martes foina,Myotis escalerai,0
Vulpes vulpes,Myotis escalerai,0
Felis silvestris,Pipistrellus aladdin,0
Felis silvestris,Rhabdomys bechuanae,0
Mellivora capensis,Micaelamys namaquensis,0
Mellivora capensis,Rhabdomys bechuanae,0
Felis silvestris,Cricetomys ansorgei,0
Felis silvestris,Rhinolophus mossambicus,0
Genetta genetta,Canis lupaster,0
Genetta genetta,Otomops harrisoni,0
Genetta genetta,Triaenops afer,0
Neovison vison,Myotis escalerai,0
Martes martes,Myotis escalerai,0
Genetta maculata,Canis lupaster,0
Genetta maculata,Cricetomys ansorgei,0
Genetta maculata,Rhabdomys dilectus,0
Genetta tigrina,Cryptomys natalensis,0
Genetta tigrina,Micaelamys namaquensis,0
Genetta tigrina,Otomys auratus,0
Genetta tigrina,Rhabdomys dilectus,0
Herpailurus yagouaroundi,Gardnerycteris crenulatum,0
Herpailurus yagouaroundi,Lichonycteris degener,0
Herpailurus yagouaroundi,Marmosa paraguayana,0
Leopardus wiedii,Gardnerycteris crenulatum,0
Leopardus wiedii,Lichonycteris degener,0
Leopardus wiedii,Marmosa paraguayana,0
Herpailurus yagouaroundi,Eptesicus taddeii,0
Leopardus pardalis,Eptesicus taddeii,0
Leopardus pardalis,Marmosa paraguayana,0
Leopardus tigrinus,Eptesicus taddeii,0
Leopardus tigrinus,Marmosa paraguayana,0
Puma concolor,Marmosa paraguayana,0
Herpailurus yagouaroundi,Platyrrhinus angustirostris,0
Herpailurus yagouaroundi,Platyrrhinus fusciventris,0
Puma concolor,Gardnerycteris crenulatum,0
Puma concolor,Platyrrhinus angustirostris,0
Puma concolor,Platyrrhinus fusciventris,0
Herpailurus yagouaroundi,Drymoreomys albimaculatus,0
Herpailurus yagouaroundi,Rhipidomys itoan,0
Herpailurus yagouaroundi,Eumops ferox,0
Herpailurus yagouaroundi,Perimyotis subflavus,0
Herpailurus yagouaroundi,Sturnira parvidens,0
Herpestes javanicus,Eumops ferox,0
Herpestes javanicus,Plecotus homochrous,0
Herpestes urva,Eptesicus pachyomus,0
Herpestes urva,Hypsugo alaschanicus,0
Herpestes urva,Myotis indochinensis,0
Herpestes urva,Murina bicolor,0
Herpestes urva,Murina recondita,0
